APM,Accuracy_%,Distance_Traveled_m,Damage_Dealt,Time_to_Kill_ms,Consumables_Used
66.13,33.46,2852.46,428.89,3644.27,3.43
62.43,21.3,2764.82,475.46,3898.27,5.05
74.58,42.06,2161.94,443.02,4041.39,4.99
78.6,4.67,2119.64,265.55,3832.38,2.38
42.68,30.48,2844.89,425.2,3381.93,4.29
63.44,21.25,2161.46,620.66,3899.68,1.99
73.93,22.66,2877.12,490.57,4155.75,4.09
85.22,42.64,8099.55,1309.09,2660.39,13.46
276.14,66.22,3935.15,2988.17,1330.87,10.75
159.87,43.59,6892.58,687.79,2130.24,13.29
90.72,29.64,2872.97,455.53,4414.03,2.63
72.84,23.61,2302.01,436.03,3779.08,3.14
225.58,68.17,4537.05,2838.06,1235.13,11.15
109.59,17.25,2835.87,240.37,3294.47,3.45
256.48,58.7,4468.66,4239.58,1106.53,6.75
173.2,44.28,6844.94,1326.48,2700.5,20.55
120.75,49.64,5581.57,1161.74,2024.21,13.36
154.62,60.51,7856.12,1356.75,1825.93,26.78
94.68,12.16,2611.34,365.3,4109.33,2.05
115.83,54.5,7900.84,1143.26,2806.41,13.18
71.67,24.48,3084.88,249.16,4354.68,3.08
144.47,47.94,7167.73,1408.66,2367.09,19.73
82.56,14.31,2411.39,354.5,3656.64,2.65
103.86,16.76,1867.13,320.58,2899.38,2.01
220.73,61.54,4769.46,3376.18,1297.31,7.84
92.7,16.52,2747.55,522.1,3712.95,3.79
61.18,18.88,2361.08,405.1,4601.29,4.41
74.36,18.32,1966.75,559.01,3861.24,3.6
266.27,67.06,5003.15,4166.19,1236.57,9.19
74.65,22.52,2022.32,272.79,4799.74,1.83
68.66,18.01,1744.0,0.0,3705.27,2.67
128.74,32.18,6917.42,1533.81,2215.5,11.83
90.43,7.5,2971.41,354.47,3535.6,2.4
75.49,18.75,3123.52,616.29,3980.05,4.04
141.93,43.94,7527.4,1360.35,2769.12,13.65
135.46,58.29,6561.02,1252.0,2112.32,15.13
230.19,70.79,3686.23,3507.37,1116.16,8.61
95.4,13.77,2579.17,471.3,4842.26,1.5
270.62,57.4,4234.87,4529.34,1413.08,6.9
82.94,17.2,2492.05,376.25,4111.64,3.03
53.09,19.95,2610.64,296.95,4030.94,2.67
75.47,29.54,2022.19,220.31,4979.92,2.0
114.22,28.53,3013.64,542.7,4278.01,3.33
62.57,20.24,2958.41,410.18,3759.68,3.66
81.18,10.23,2590.81,530.61,3183.99,0.78
173.92,45.49,6526.03,1611.85,2270.0,11.87
36.4,23.11,2534.44,406.83,4259.05,2.87
82.11,29.32,2220.72,252.32,4067.96,4.02
110.79,15.72,2615.49,191.61,4699.74,3.86
54.69,14.47,2170.16,276.08,4057.05,4.23
140.52,44.78,6897.17,1249.43,3024.88,16.24
105.01,21.97,2819.14,461.45,3912.35,3.86
82.01,11.4,2113.36,580.37,3368.62,2.64
96.59,19.55,2257.01,494.87,4421.15,1.52
133.58,46.44,6404.08,749.08,2352.43,15.86
70.96,19.75,2624.66,608.35,3796.27,4.36
151.22,43.64,5557.49,843.18,3002.04,15.75
71.2,26.16,1853.65,126.84,3914.81,4.22
193.17,32.96,5844.92,1303.14,2401.17,17.2
269.37,62.53,5239.97,3963.73,1276.09,7.93
36.06,15.94,3007.06,449.03,4488.02,3.53
150.37,46.56,7157.85,1350.53,2338.35,20.96
140.87,46.01,7281.16,950.87,2754.53,16.52
252.22,70.44,5184.32,3295.51,1418.01,8.87
78.51,13.07,2652.52,366.15,4516.94,0.17
124.63,41.34,7074.28,1273.19,2706.91,16.67
280.46,70.27,4523.49,4042.26,1130.66,6.71
157.06,32.07,9207.73,1372.56,2821.46,19.42
83.77,25.14,2350.93,353.55,4259.68,0.45
127.88,49.37,7907.02,1175.54,2429.61,18.69
120.31,54.77,6894.99,1923.78,2814.2,20.86
248.51,63.99,4084.52,4178.58,1524.49,11.83
262.95,70.42,4502.62,3847.84,1214.42,8.12
104.83,26.26,2084.08,384.13,4408.42,2.85
78.52,13.4,2639.44,344.01,4045.55,4.06
61.86,22.77,1887.82,323.14,3297.88,3.09
226.08,59.88,4606.99,3282.63,1469.38,4.52
126.98,52.07,5601.17,1542.04,2128.7,13.11
231.61,69.88,4174.08,3911.66,1266.0,7.51
168.83,43.9,6619.02,1089.22,2172.42,17.8
265.64,66.16,4101.55,3209.7,1039.49,8.03
139.26,40.59,6951.47,929.38,2553.05,18.27
87.83,17.25,2296.31,313.54,3776.84,2.66
122.42,51.46,7991.16,1083.87,2709.37,15.64
90.68,25.88,2605.42,436.46,3979.35,1.25
78.63,17.22,2629.27,629.31,4757.72,3.98
106.73,18.89,2723.33,394.32,4252.14,2.57
136.2,30.0,7261.4,646.14,2195.0,19.55
65.3,18.63,2772.09,378.77,3862.58,2.37
87.44,6.17,2264.27,382.78,3810.62,2.0
95.11,16.8,3074.03,281.37,3301.1,3.58
70.9,17.48,2505.13,622.29,4136.51,2.95
91.03,27.09,2518.2,412.19,4180.2,3.39
63.87,17.72,1889.13,210.4,3915.44,2.89
269.51,68.87,3901.06,3442.26,1294.94,7.26
177.28,51.35,6115.44,1496.2,2821.89,14.38
147.79,47.59,7762.51,1401.86,2492.93,16.69
142.74,61.46,8278.92,1205.74,2416.07,9.64
80.78,22.43,3017.99,248.73,3813.32,3.69
161.5,49.69,7640.33,1721.67,2871.23,15.42
87.73,19.41,2362.85,437.7,4007.85,2.5
150.7,45.98,5743.3,1645.23,3384.73,14.76
119.76,47.94,6463.5,1015.09,2946.17,13.65
87.37,6.15,2883.12,266.9,3871.19,2.06
106.02,7.12,2092.12,388.09,3391.71,2.94
51.95,15.93,2228.54,577.02,5138.54,2.14
111.1,54.82,7341.76,707.04,2292.84,14.39
142.37,38.99,6503.32,1180.16,1834.21,16.11
77.09,13.1,2402.92,571.9,4836.68,2.83
137.8,44.81,5896.31,996.73,2616.75,8.64
123.83,47.81,6459.86,1515.58,1937.03,14.86
145.33,54.19,6622.33,1125.89,2244.58,9.22
104.48,21.36,2442.04,312.33,3222.31,2.63
60.73,21.34,2705.63,193.92,4818.37,2.36
259.93,66.79,3702.79,3802.8,1340.74,10.8
58.0,20.51,2496.28,503.92,3349.21,3.18
258.26,62.99,4295.96,3218.73,1416.02,12.88
67.09,15.61,2487.52,197.12,3773.29,3.53
299.26,69.07,4046.22,3659.65,1436.62,8.99
99.19,28.03,2087.22,423.71,3827.04,1.26
75.09,8.18,2658.17,85.1,3794.49,3.54
170.39,42.21,6221.16,1178.52,2638.96,13.63
239.11,62.64,4822.69,4137.27,1133.17,11.46
265.82,65.48,3665.3,3623.12,1361.04,10.21
69.0,21.25,3378.49,237.08,3220.61,3.2
147.22,45.54,7826.04,956.74,2271.01,14.9
97.39,24.81,2780.28,384.93,2962.76,5.04
266.44,67.31,4375.48,3188.87,1469.18,7.01
133.77,40.18,7127.89,1133.04,2349.11,7.41
96.83,17.22,2561.8,494.14,3903.15,1.75
62.33,10.79,2284.78,488.88,3460.74,1.96
80.52,12.64,2820.85,317.35,4007.25,2.89
241.07,60.51,4535.78,3671.85,1231.26,8.21
56.58,23.25,2188.36,813.28,4809.39,2.86
129.91,41.27,6510.05,1093.79,2567.59,20.96
95.88,21.18,2779.48,462.22,4327.22,1.53
62.07,21.1,2281.58,604.02,3437.21,3.21
89.97,16.16,2268.83,410.41,4214.17,3.04
237.97,61.35,3908.37,2823.01,998.33,7.49
80.28,27.52,2618.9,215.62,4803.79,3.69
133.16,57.11,5278.55,1131.42,2665.44,16.88
145.37,42.02,7134.92,1206.74,2040.67,20.89
163.42,48.91,6884.39,900.58,2685.91,13.73
73.18,34.11,2542.98,355.83,3836.66,3.34
255.86,64.9,4668.8,3120.24,1187.68,11.28
243.98,69.33,4455.44,2898.74,1257.36,7.92
54.97,22.25,2264.04,400.24,4375.44,3.02
173.36,52.89,6976.59,800.91,2330.57,12.49
65.81,27.21,1882.88,497.85,4154.95,5.5
151.61,59.99,8659.27,1005.19,2776.54,14.84
255.53,75.77,4914.7,3748.72,1133.07,6.49
77.25,31.5,1632.13,521.21,2902.81,3.47
89.7,16.13,2871.76,519.51,4362.07,1.38
64.84,21.7,2486.43,484.73,2807.85,4.59
72.02,19.58,1612.66,593.91,3410.45,1.9
125.67,40.14,7516.17,878.68,2576.62,17.04
162.27,52.6,6979.54,1202.12,2190.24,10.08
215.04,30.35,6757.02,790.21,2809.17,19.56
123.03,23.65,2856.83,474.37,3578.78,2.01
149.77,58.0,6098.59,1306.68,2873.4,12.5
71.25,23.04,2468.37,373.31,4038.3,4.2
214.49,43.82,7229.7,1377.54,2447.69,12.36
81.89,10.15,2346.02,226.98,4575.13,0.1
76.72,29.03,2654.95,617.91,4062.38,2.41
117.58,54.3,7121.88,1042.19,2304.37,14.43
166.95,48.23,6222.67,682.26,2611.63,8.29
86.8,19.28,2039.54,475.12,4365.5,4.32
100.16,37.98,6045.09,1206.27,2479.85,13.6
116.32,37.0,6978.78,1325.52,2317.99,8.75
96.56,15.31,2194.99,390.6,4099.2,2.4
174.8,56.0,6732.94,1142.73,2790.46,23.08
118.9,35.87,6613.55,1036.77,2745.63,12.54
73.11,22.61,2392.54,315.16,3954.02,3.01
99.96,14.05,2643.79,499.81,3022.48,1.51
73.23,28.96,2292.92,452.25,4077.66,1.76
253.94,69.26,4472.23,2981.97,1167.9,10.09
157.69,43.21,7645.7,1111.81,2588.97,17.61
75.04,28.6,2266.04,295.08,4183.76,3.05
153.34,46.6,7771.88,1142.99,2318.24,17.62
146.32,57.35,8128.75,1534.3,2481.34,19.02
97.8,21.94,2463.32,300.19,3186.5,2.48
84.39,14.59,2700.06,189.99,3969.98,5.23
254.55,60.89,4917.85,2763.65,1007.95,7.4
68.3,24.22,2308.5,244.44,4520.22,2.44
55.15,42.7,3242.66,758.26,4145.48,3.45
50.49,33.44,3171.47,399.11,4042.23,4.64
221.69,60.86,4963.09,3290.91,1255.3,10.0
191.75,62.37,5048.95,1039.26,2754.45,16.06
102.85,5.07,1756.27,453.55,4199.66,3.4
80.0,25.68,2314.17,337.08,3510.63,2.77
64.97,19.55,2429.85,523.42,4274.84,1.68
92.52,23.37,2339.28,242.41,3126.55,4.36
74.06,10.91,2405.2,498.31,3788.05,3.78
61.89,20.06,2982.64,377.48,4661.37,2.72
72.27,5.43,1862.1,645.37,4372.58,2.43
190.18,36.46,6592.83,1214.93,2782.39,14.31
268.31,64.24,4176.71,3403.87,1287.59,10.06
145.63,39.83,7938.5,1415.93,2400.61,16.05
166.57,44.16,6444.23,1409.65,3042.79,17.99
175.6,53.61,5756.99,1262.18,2686.62,16.0
106.32,21.6,2575.73,527.87,4015.7,4.09
97.86,21.23,2570.48,606.09,3690.11,4.39
66.43,14.31,2803.81,500.79,4136.21,2.02
72.35,7.18,3139.42,392.03,4644.04,2.82
97.75,9.95,2397.46,308.75,4053.58,3.09
83.38,21.57,2024.31,617.82,3989.72,3.27
88.61,28.75,2969.38,400.47,3971.48,4.23
78.66,24.18,2402.78,168.26,4218.0,2.26
48.42,30.13,2802.63,417.37,3990.1,3.62
67.07,18.95,3337.28,441.86,3679.46,1.77
93.41,21.85,2213.58,257.49,4106.9,2.5
82.86,18.61,2187.54,191.82,3484.02,4.12
91.4,24.23,3068.2,429.44,3647.11,2.75
99.77,25.35,3219.49,290.05,3992.86,3.95
142.44,48.39,7374.15,913.82,2775.54,19.88
64.61,21.12,2781.37,293.81,4276.78,4.82
256.28,63.82,4557.84,3790.31,1333.44,7.03
159.99,37.58,6342.06,554.0,2173.11,15.97
97.3,23.98,1942.2,458.44,3758.84,3.24
161.12,49.41,7740.97,1570.74,2687.69,15.81
256.82,69.8,4390.45,3889.02,1102.11,7.87
87.0,24.7,1787.54,564.48,3656.98,2.03
234.93,61.13,4324.24,4224.98,985.38,9.71
151.43,47.66,6788.39,1451.68,2279.75,14.47
166.21,34.44,6747.14,1634.55,1911.21,15.32
180.69,43.19,7800.47,821.95,2704.62,14.78
77.41,13.03,2510.08,640.65,4486.03,1.23
67.93,23.0,2539.95,199.81,4884.08,4.17
78.34,25.48,2294.09,157.49,4373.31,4.45
79.04,12.14,2721.36,377.92,4018.39,3.39
155.84,51.13,7775.57,1169.02,2264.87,16.16
64.64,28.34,2758.4,247.83,4369.84,2.02
88.3,15.53,1697.02,673.08,4518.58,3.19
233.06,69.75,4915.17,3471.93,1166.86,9.1
82.63,15.74,2267.99,301.65,3016.34,4.37
85.07,18.32,2416.61,439.64,3540.89,3.14
135.42,42.57,7404.38,1092.89,2593.39,17.87
244.71,75.95,3760.71,3470.23,962.41,6.02
79.44,15.56,2500.92,319.1,4421.92,3.86
74.58,11.15,2336.28,446.1,3671.66,0.56
71.59,23.99,2618.63,545.44,3445.94,3.81
63.62,28.27,3179.77,538.53,4237.79,3.16
77.52,18.94,2786.35,751.55,4447.46,1.2
221.51,56.94,4985.79,4038.17,1145.57,12.28
280.76,57.82,3349.04,2670.64,1080.26,8.95
76.9,18.88,2224.45,514.94,4191.58,3.95
179.64,50.08,6366.06,1084.81,2309.39,13.29
60.96,17.92,2728.8,310.54,3410.54,3.0
92.83,14.97,2188.47,540.62,4250.84,2.9
120.1,45.99,8138.2,865.04,2665.69,9.54
83.12,23.84,1720.18,343.65,3012.02,1.13
86.25,7.45,2902.37,362.84,3869.85,3.68
141.57,41.77,5797.62,1419.23,2411.47,14.1
234.33,60.87,4069.79,3602.41,1046.82,10.38
105.98,55.99,6344.59,1278.38,2756.36,20.24
239.96,55.24,3788.87,3785.2,1477.01,8.86
100.33,23.3,2459.49,517.39,4391.68,1.7
248.54,74.38,4075.08,3683.67,1331.6,7.55
287.72,71.39,4203.8,2987.83,996.02,9.23
145.82,51.4,7848.17,1467.11,3009.99,17.63
228.58,54.38,4816.39,3652.08,1054.95,9.84
100.77,23.24,2162.27,435.78,3989.95,3.17
79.15,15.13,2843.83,553.23,3991.5,2.36
78.53,25.33,2275.38,568.36,3827.43,0.69
271.14,61.73,4030.06,3478.28,1568.3,4.85
56.04,14.58,2500.53,758.82,3807.77,2.61
69.36,9.02,2572.5,525.9,4175.58,3.41
150.53,53.01,7124.15,1082.4,2770.68,10.11
245.48,55.66,5377.67,3688.59,1411.4,6.85
147.53,36.92,6703.99,1001.41,2743.96,12.45
191.81,52.31,8113.97,1087.44,2325.98,15.59
231.84,62.57,5089.65,3692.4,1212.34,7.36
221.96,75.46,4785.3,3797.31,1094.98,5.71
127.54,37.37,7358.17,1341.72,2252.38,9.67
82.78,27.46,2597.46,251.07,3834.61,2.97
77.77,22.66,2701.3,286.19,3599.24,4.44
156.97,50.05,6424.68,901.7,2602.18,17.66
237.1,65.65,4212.09,3936.6,1501.53,8.69
226.98,65.32,4017.54,3104.16,1436.94,8.08
154.8,39.12,5653.25,1807.08,2098.42,14.81
269.27,68.45,5100.61,3959.71,1186.54,10.05
74.63,20.33,2583.04,515.77,3965.18,3.48
117.2,70.54,6565.86,1279.76,2598.36,17.44
73.8,20.32,2507.21,162.46,3102.18,3.17
72.13,36.16,2307.29,577.64,3746.5,2.74
56.81,16.3,2038.52,222.05,3872.53,2.88
236.46,75.61,4007.14,3392.44,1104.39,8.99
240.61,67.58,4560.15,2788.51,1388.36,10.1
165.84,43.19,6820.12,1194.22,2431.18,11.82
60.6,14.54,2382.3,348.23,3485.01,1.73
100.56,8.53,2497.78,403.93,3887.57,2.23
160.49,44.7,7963.11,802.19,2030.56,12.46
82.18,22.65,1957.23,488.09,3699.03,1.68
62.05,37.4,3439.63,280.58,3815.53,4.26
140.3,61.5,7868.63,1077.89,2126.28,21.66
114.54,42.53,6593.49,1130.88,2640.78,14.63
192.56,50.42,6306.3,1385.1,2955.79,17.33
233.95,68.05,4781.48,2936.62,1391.77,7.72
80.45,17.71,1895.25,443.73,4329.53,2.32
78.06,22.35,2447.13,463.27,3616.57,3.11
104.74,34.35,3040.43,645.26,4124.16,2.79
82.15,17.23,2345.06,238.02,3643.21,4.54
155.62,45.66,6559.57,1209.84,2600.52,10.04
57.21,14.43,2307.67,337.39,2947.63,3.5
60.24,12.0,2306.33,472.04,3792.69,2.36
86.01,20.98,2231.01,422.04,3755.56,2.35
239.63,58.81,4601.73,3695.75,1356.62,12.15
168.06,33.75,7000.42,910.87,2703.74,15.79
233.59,67.01,4336.99,3461.58,1306.35,4.71
90.82,19.26,1778.45,416.77,3400.52,1.1
260.27,61.89,4940.82,3677.71,1366.31,7.61
179.91,55.38,7444.48,1404.06,2231.4,16.23
51.36,14.16,2147.7,299.92,3863.14,3.33
109.03,20.2,3170.95,392.66,3362.16,3.17
217.85,66.22,4764.9,3250.07,1297.53,7.7
62.27,13.04,2517.74,513.47,3863.79,4.1
212.32,21.63,7005.14,1338.65,2293.08,13.33
132.37,56.94,7230.95,1584.49,2649.91,11.61
225.26,57.76,4788.54,3574.71,971.17,5.81
49.61,14.2,3042.23,392.52,4253.08,3.04
165.0,51.82,8566.68,1502.25,2160.73,13.9
161.4,27.62,6384.69,1269.02,2439.55,12.81
180.96,46.52,6737.68,1408.04,2504.69,14.44
85.42,6.22,2792.78,497.85,3574.17,2.64
173.31,33.34,6023.43,972.45,2594.85,12.12
71.16,23.41,2860.21,519.7,4108.9,3.03
201.54,42.45,7536.38,923.44,2824.53,15.77
65.53,21.7,3316.83,464.83,2875.28,3.38
188.27,48.88,6016.36,994.61,2642.09,9.89
77.95,9.97,2275.7,471.9,4017.01,2.43
113.03,36.95,7844.85,418.74,2598.35,18.54
78.87,6.64,2286.91,381.4,4074.67,1.48
253.46,70.9,5018.77,3067.58,1049.76,4.81
115.75,30.85,7186.57,1205.88,2194.1,20.06
215.5,63.42,4666.16,4478.3,1354.78,11.47
273.17,64.46,4935.56,4524.03,1229.48,5.22
94.07,10.56,2468.71,505.22,4418.92,3.1
164.14,49.09,5923.3,1563.58,2302.65,12.15
83.51,14.29,2344.66,315.04,4167.22,1.65
218.99,64.94,4819.3,3578.34,1116.72,8.64
105.98,38.98,6881.78,922.73,2039.33,15.28
83.47,24.65,2051.5,554.41,3332.07,3.21
83.19,7.09,2233.26,272.14,3545.62,3.67
163.96,44.83,6892.55,866.56,2522.79,16.89
287.32,64.91,4256.2,3697.33,1251.41,6.62
163.54,46.56,6275.41,764.65,3061.29,11.69
133.91,40.72,7663.58,1399.78,2679.64,17.06
73.05,2.55,1930.53,561.15,3632.44,2.34
254.65,64.2,4627.21,3921.46,1416.56,5.35
162.7,41.52,6008.59,869.95,2936.75,18.89
193.74,56.82,7716.03,1380.96,2155.52,19.69
201.41,40.71,8440.41,872.49,2921.01,14.65
227.14,71.19,4688.65,3511.9,1285.89,10.73
70.82,22.46,2445.08,658.93,3781.92,1.22
240.79,62.63,4683.3,2421.25,1243.38,9.3
162.7,42.06,7339.25,1120.0,2486.38,11.11
251.74,66.0,4788.28,3055.77,1122.36,4.89
144.66,39.85,6627.75,608.97,2666.65,19.69
132.45,50.57,7213.7,929.81,2110.13,15.43
149.85,48.49,6650.89,1807.29,2352.06,13.76
114.66,42.75,5670.01,895.47,2766.19,17.46
88.61,10.04,2579.77,492.96,4596.66,3.82
132.04,39.27,8289.78,1212.28,2163.24,16.5
133.43,52.64,7406.98,1391.52,2748.92,15.07
239.4,66.4,5343.57,3784.38,1288.6,7.48
151.9,39.02,7648.65,1273.95,2722.8,12.59
77.21,20.5,3024.47,371.76,4478.15,4.17
82.35,30.16,2806.35,691.78,3153.86,4.67
245.61,65.57,4436.04,3788.67,1579.04,7.3
257.23,62.8,4234.75,2439.61,1298.78,7.06
98.01,34.87,2753.46,431.42,3503.21,4.9
78.6,28.55,2509.05,221.95,4799.16,3.14
98.74,27.49,2667.88,326.73,4207.92,2.77
179.92,45.35,7772.32,1153.23,2290.97,9.26
281.58,67.58,3966.19,3190.48,1233.32,9.79
159.35,38.38,7735.32,1269.21,2285.27,14.55
56.35,24.85,2705.95,276.69,3650.29,2.77
264.77,61.04,4692.03,3365.69,1192.58,11.37
261.74,59.97,4118.37,3568.35,1379.26,11.27
242.16,66.79,5261.56,3737.24,1407.32,9.47
115.7,41.87,7524.72,997.29,2410.1,8.74
148.61,42.83,7208.26,1367.31,2641.6,16.87
88.31,19.4,2645.59,0.0,4039.48,3.7
135.49,43.03,7212.29,1011.22,2638.96,18.67
65.72,19.02,2544.21,486.6,5190.86,2.66
256.63,67.22,4223.18,3579.23,1117.17,9.09
69.32,21.49,2462.07,394.82,3894.31,4.57
60.86,10.67,2390.98,584.5,4591.99,1.42
232.21,65.12,4509.21,3783.1,1219.22,9.52
150.08,56.3,6686.68,1375.32,2122.45,10.45
278.06,60.91,4168.69,2960.73,1219.95,9.28
66.78,20.72,2165.58,175.41,3793.76,3.57
279.07,65.92,4885.43,3400.99,836.42,7.8
81.17,18.87,1926.93,641.43,3243.74,2.17
139.06,39.46,6639.85,1278.08,2420.97,15.6
160.48,38.57,6799.96,1104.69,2571.82,12.73
153.13,51.23,8520.95,1312.92,2283.48,16.16
84.76,21.63,2799.96,239.47,3847.41,1.95
96.33,19.35,2037.15,370.65,3685.67,2.88
71.54,23.75,2338.26,328.87,4011.6,4.67
67.3,23.48,3247.53,431.59,3785.58,0.79
64.25,26.97,1543.22,551.07,4892.39,2.57
74.33,29.12,1701.79,362.09,3726.05,2.92
88.75,27.05,2264.04,593.69,3439.12,2.72
123.37,47.39,6369.77,1068.98,2525.77,16.45
174.1,41.09,6921.13,1414.61,2837.31,12.77
75.99,23.2,2501.69,0.0,3670.48,3.23
56.97,26.11,1545.23,371.37,3076.71,4.71
51.95,17.09,2592.74,274.17,4040.54,3.04
75.67,22.43,2684.11,530.92,4170.83,2.83
93.15,11.79,2889.24,253.23,4299.79,5.1
65.53,31.26,2238.44,574.96,3835.26,3.72
146.65,40.02,7070.93,1248.01,2578.13,10.9
243.56,63.39,4307.72,3893.08,1306.25,5.54
84.82,20.36,2246.85,314.4,3897.56,3.69
86.39,17.58,3002.16,488.11,4462.99,3.64
60.61,26.65,2359.66,602.67,3714.84,3.65
191.94,49.11,6085.02,1230.56,2460.56,13.99
95.87,16.86,2063.35,338.97,3258.51,1.64
85.42,14.46,2597.25,361.95,4100.83,3.22
251.35,68.43,4375.52,4252.81,1544.83,7.95
100.99,13.21,2689.22,113.3,3614.13,3.18
74.38,14.22,2201.23,493.51,3735.4,4.13
232.32,56.43,4365.06,3484.18,1469.65,7.96
248.56,73.16,4807.08,3398.01,1242.88,5.41
83.07,20.86,2679.45,454.02,4009.73,4.05
146.75,53.71,7353.55,1364.14,2654.28,15.01
268.63,62.58,4103.56,3523.69,1114.39,6.66
229.74,61.14,5275.58,3543.76,1240.06,6.7
248.46,72.26,4663.46,3752.96,1326.1,8.21
75.75,20.78,2189.05,97.01,5269.69,4.77
100.8,12.65,2921.56,66.94,4549.49,3.49
223.44,61.69,3648.31,2984.02,1347.65,8.45
237.99,61.42,5029.21,3522.29,1136.97,9.23
62.88,26.39,2195.46,556.01,3889.06,3.83
91.36,31.92,2837.91,477.7,4006.73,4.72
111.86,47.55,6637.4,1467.06,2727.04,11.61
200.33,51.97,7951.13,1225.6,2487.15,17.3
213.95,45.92,7240.38,921.15,2426.78,16.81
168.37,58.68,5584.74,1001.9,2619.38,13.82
75.01,14.7,2611.71,657.86,4523.46,2.97
172.37,30.07,7717.47,899.34,2224.75,10.8
133.27,54.74,7899.29,1403.81,2939.25,12.19
249.73,65.23,4365.3,3436.8,1049.38,8.8
82.77,17.41,3081.31,195.25,4089.96,2.37
76.76,27.01,2447.15,402.28,4645.38,4.89
245.09,65.49,3564.6,3249.21,1193.98,9.19
127.4,49.13,7901.36,822.73,2511.38,16.36
93.22,14.53,1956.57,496.84,3400.14,3.7
51.8,17.79,2301.65,370.27,3785.67,3.52
106.95,17.83,2373.06,301.95,4385.4,2.41
131.61,32.5,6127.23,1129.79,2705.0,13.45
76.8,16.7,2116.97,502.48,4510.81,3.31
86.87,14.93,2736.58,419.6,3096.48,2.7
107.27,22.01,2545.26,366.77,4050.4,1.04
80.19,15.0,1763.24,477.83,3949.0,3.34
61.44,20.05,2710.61,352.71,4068.68,4.01
98.28,13.57,2531.92,537.84,4252.51,0.26
253.69,62.47,5220.78,3510.44,1185.12,8.25
89.15,22.32,2581.9,243.97,4249.55,4.69
114.8,11.71,2365.38,358.07,4270.14,2.73
73.95,21.53,2475.57,598.79,3738.21,2.91
86.84,14.9,2691.93,357.52,2962.68,2.08
97.96,19.75,2657.32,365.34,3906.66,4.33
263.13,60.86,4289.51,3780.12,1267.16,7.35
173.74,36.5,7497.26,1685.16,3228.01,15.65
126.67,40.96,6878.98,1295.9,2695.34,12.34
93.71,18.58,2772.54,530.32,3730.62,2.76
143.78,36.57,7313.93,1350.2,2557.19,13.19
86.62,4.76,2565.72,420.8,3700.09,2.62
104.43,25.8,2510.93,479.65,4837.43,2.45
69.39,21.81,2655.35,191.09,3937.86,2.39
123.88,37.52,4584.39,1198.32,2622.93,15.28
210.81,65.93,3809.95,3529.33,1050.25,5.07
